,0
ACOX1,0.0016944444444444448
RERG-AS1,0.0016928769657724334
POLD3,0.0016245476914169919
SLC17A4,0.0016191358024691361
MELTF-AS1,0.0016068895643363737
PSMC3IP,0.001551037562385079
GAPDH,0.0015061728395061728
PACSIN3,0.0015011689430294087
TLE1,0.0014950980392156863
ZNF337,0.0014950980392156863
LOC440028,0.0014929773327770812
SNORD69,0.0014826388888888892
PIGP,0.001468518518518519
EIF4G2,0.0014593301435406709
SHH,0.0014593301435406709
NLK,0.0014593301435406698
NPAS3,0.0014593301435406698
PNN,0.0014577140525732937
MMP2,0.0014572876447876452
LENG9,0.0014332706766917295
CCHCR1,0.0014186046511627905
LINC02108,0.001416957026713125
DRP2,0.0013937168502651978
PIGX,0.0013906655166053678
RAD54L,0.0013832199546485267
HLA-DQB1-AS1,0.0013832199546485262
CDCA5,0.0013826882290562032
SSC5D,0.0013791989664082688
CTSO,0.0013759398496240608
LRIG1,0.0013461091753774683
SMIM20,0.001326086956521739
RBMS1,0.0013260869565217387
CPB2,0.0013203463203463207
ANKRD1,0.0012873376623376634
S100A10,0.001016666666666667
HLA-DRB4,0.001016666666666667
CCDC9,0.00098076370944588
PCDHA12,0.0009077380952380963
SNRPB,0.0009077380952380963
LOC102723360,0.0009077380952380963
ACAT1,0.0009077380952380963
IL3,0.0009073271680786402
FAM47A,0.0009068983745209457
SIVA1,0.0009064505234718009
TCEAL8,0.0009059823155567837
KIF11,0.0008706875607385797
TM4SF20,0.0008652482269503553
MASP1,0.0008648393194706987
SLC6A16,0.0008648393194706987
MIR378A,0.0008497973657548127
HIST2H3C,0.0008427742470295664
ZNF428,0.000828804347826087
MYO18B,0.0008288043478260863
MIR1265,0.0008288043478260863
KIAA1143,0.0008283950617283958
NEK8,0.0008283950617283957
LOC105379143,0.0008279671717171717
RAPGEFL1,0.0008279671717171717
TPX2,0.0008275193798449619
ARCN1,0.0008251207729468601
C20orf144,0.0008251207729468601
LINC01572,0.0008209109730848865
SALL4,0.0008160535117056853
RNF39,0.0007973856209150333
INMT,0.0007973856209150333
TMF1,0.0007973856209150333
PDE9A,0.0007951203208556146
KCNH2,0.0007942708333333332
PRPF19,0.0007867063492063496
LOC101929269,0.0007780612244897959
GPC3,0.0007702020202020201
BPNT1,0.0007684108527131778
UTP11,0.0007627166808752485
ITM2B,0.0007466340269277852
IL6ST,0.0007466340269277852
DCPS,0.0007466340269277849
EML6,0.0007466340269277849
GOLGA4,0.0007462107650077572
MIR7641-1,0.0007462107650077572
WNT8A,0.0007457668561648026
ZNF276,0.0007443296009187483
HPS5,0.00072530487804878
SLFN12,0.0007243260590500636
GPR25,0.0007241788682231901
TUSC2,0.0007219437482595379
PRKCB,0.0007194456730060448
OTUD4,0.0007084785133565625
MICAL2,0.0007084785133565625
FAM30A,0.0007084785133565625
RPS6KA3,0.000707570207570207
LOC340017,0.0007070802005012527
CNRIP1,0.0007047496790757385
LTBP3,0.0007025745257452576
IFT140,0.0006931818181818176
HDGFRP3,0.000690045248868778
CCL1,0.0006779993461915656
PRPS2,0.0006688596491228066
SERAC1,0.0006661206661206657
RPAP3,0.0006567614125753661
TBK1,0.0006093906093906095
GOLGA1,0.0005579268292682927
PROX2,0.0005446428571428571
ITIH6,0.0005254091300602928
NLN,0.0003940568475452196
SNORA68,0.00037572862207800074
